MSGID,SYMBOL,ENUMNAME,LOCALE,MSGLOCALE,SYMBOLLOC,TEXT,TXTHASH,STATUS,SRC
412,RECALL_NEXT_USAGE_TEXT,RecallNextUsageText,it,0000000412|it,RECALL_NEXT_USAGE_TEXT|it,Uso: RECALL NEXT <n>,6e356658f7c5b19c3290c42c50a12b00f857237ca1c18954909a3df3f84e2369,ACTIVE,src/help/helpdata_messages.cpp
413,ERASE_USAGE_TEXT,EraseUsageText,de,0000000413|de,ERASE_USAGE_TEXT|de,"Verwendung:
  ERASE USAGE
  ERASE <table> [CONFIRM]
  ERASE TABLE <table> [CONFIRM]
Beispiele:
  ERASE TABLE clients
  ERASE TABLE clients CONFIRM
  ERASE students.dbf CONFIRM
Hinweise:
  - ERASE USAGE prÃ¼ft oder lÃ¶scht keine Dateien.
  - LÃ¶scht physisch <table>.dbf und bekannte Begleitdateien mit gleichem Stamm.
  - Ohne CONFIRM wird ein Probelauf ausgefÃ¼hrt und angezeigt, was gelÃ¶scht wÃ¼rde.
  - CONFIRM fÃ¼hrt die LÃ¶schung aus.",983a6e48b45e54dd8e75031ab9c1fd9a0a696dcb8025159e983309964e96ff8f,ACTIVE,src/help/helpdata_messages.cpp
413,ERASE_USAGE_TEXT,EraseUsageText,en-US,0000000413|en-US,ERASE_USAGE_TEXT|en-US,"Usage:
  ERASE USAGE
  ERASE <table> [CONFIRM]
  ERASE TABLE <table> [CONFIRM]
Examples:
  ERASE TABLE clients
  ERASE TABLE clients CONFIRM
  ERASE students.dbf CONFIRM
Notes:
  - ERASE USAGE does not inspect or delete files.
  - Physically deletes <table>.dbf and known same-stem sidecars.
  - Without CONFIRM, performs a dry-run and prints what would be deleted.
  - CONFIRM performs deletion.",adaab51937aab79d60a151ac6b25a0867e6a65e21c36b58995c5fe38a45ab6cc,ACTIVE,src/help/helpdata_messages.cpp
413,ERASE_USAGE_TEXT,EraseUsageText,es,0000000413|es,ERASE_USAGE_TEXT|es,"Uso:
  ERASE USAGE
  ERASE <table> [CONFIRM]
  ERASE TABLE <table> [CONFIRM]
Ejemplos:
  ERASE TABLE clients
  ERASE TABLE clients CONFIRM
  ERASE students.dbf CONFIRM
Notas:
  - ERASE USAGE no inspecciona ni elimina archivos.
  - Elimina fÃ­sicamente <table>.dbf y los archivos complementarios del mismo nombre base.
  - Sin CONFIRM, realiza una simulaciÃ³n e imprime lo que se eliminarÃ­a.
  - CONFIRM realiza la eliminaciÃ³n.",3e06c604c82f3cb7bfc10ca065b5a960b84f3974792258fbd821d1c8734679de,ACTIVE,src/help/helpdata_messages.cpp
413,ERASE_USAGE_TEXT,EraseUsageText,fr,0000000413|fr,ERASE_USAGE_TEXT|fr,"Utilisation :
  ERASE USAGE
  ERASE <table> [CONFIRM]
  ERASE TABLE <table> [CONFIRM]
Exemples :
  ERASE TABLE clients
  ERASE TABLE clients CONFIRM
  ERASE students.dbf CONFIRM
Remarques :
  - ERASE USAGE n'inspecte ni ne supprime de fichiers.
  - Supprime physiquement <table>.dbf et les fichiers annexes de mÃªme racine.
  - Sans CONFIRM, effectue une simulation et affiche ce qui serait supprimÃ©.
  - CONFIRM effectue la suppression.",155848e332dac565b938e6c6d0942eab94364b30f5c85ccb7a9a16e0ed9c8fd5,ACTIVE,src/help/helpdata_messages.cpp
413,ERASE_USAGE_TEXT,EraseUsageText,it,0000000413|it,ERASE_USAGE_TEXT|it,"Uso:
  ERASE USAGE
  ERASE <table> [CONFIRM]
  ERASE TABLE <table> [CONFIRM]
Esempi:
  ERASE TABLE clients
  ERASE TABLE clients CONFIRM
  ERASE students.dbf CONFIRM
Note:
  - ERASE USAGE non ispeziona nÃ© elimina file.
  - Elimina fisicamente <table>.dbf e i file collaterali con lo stesso stem.
  - Senza CONFIRM esegue una simulazione e stampa ciÃ² che verrebbe eliminato.
  - CONFIRM esegue l'eliminazione.",d9020cbd49db4aa342c7713bb228e9837cf1950ab874e5d2bc4a080d69b820fb,ACTIVE,src/help/helpdata_messages.cpp
414,ERASE_TABLE_NOT_FOUND_TEXT,EraseTableNotFoundText,de,0000000414|de,ERASE_TABLE_NOT_FOUND_TEXT|de,Tabelle nicht gefunden: {table},04d38585390fd9e986e5b0ccdad1aca3449b3dcad524d36a846e20b906d83d25,ACTIVE,src/help/helpdata_messages.cpp
414,ERASE_TABLE_NOT_FOUND_TEXT,EraseTableNotFoundText,en-US,0000000414|en-US,ERASE_TABLE_NOT_FOUND_TEXT|en-US,Table not found: {table},6b004da3cff6bceb5a8c5e594e0b8d0a13620896ff53e42f7ac7064e22c4302d,ACTIVE,src/help/helpdata_messages.cpp
414,ERASE_TABLE_NOT_FOUND_TEXT,EraseTableNotFoundText,es,0000000414|es,ERASE_TABLE_NOT_FOUND_TEXT|es,Tabla no encontrada: {table},bbdacab506067a354bdfec8bd4f8e74afd755c0f4545764b40d4a52a35ac845b,ACTIVE,src/help/helpdata_messages.cpp
414,ERASE_TABLE_NOT_FOUND_TEXT,EraseTableNotFoundText,fr,0000000414|fr,ERASE_TABLE_NOT_FOUND_TEXT|fr,Table introuvable : {table},2f3ef4388e879c8c1c233ee99296556319c30728d9edd0cdba8640e995ff25cf,ACTIVE,src/help/helpdata_messages.cpp
414,ERASE_TABLE_NOT_FOUND_TEXT,EraseTableNotFoundText,it,0000000414|it,ERASE_TABLE_NOT_FOUND_TEXT|it,Tabella non trovata: {table},1f3a07566e4381cbaafa0b76d437a1062de677c45a90d542c20ebd510b565238,ACTIVE,src/help/helpdata_messages.cpp
415,ERASE_NOTHING_TO_DELETE_TEXT,EraseNothingToDeleteText,de,0000000415|de,ERASE_NOTHING_TO_DELETE_TEXT|de,Nichts zu lÃ¶schen fÃ¼r: {path},e8b400998aedaa38b8507b2675582abc0ad3f12c595d25e870627198747aa4ab,ACTIVE,src/help/helpdata_messages.cpp
415,ERASE_NOTHING_TO_DELETE_TEXT,EraseNothingToDeleteText,en-US,0000000415|en-US,ERASE_NOTHING_TO_DELETE_TEXT|en-US,Nothing to delete for: {path},0433d89c809ed310194d68ad1173e668bf0c2fb44601d68adfe2027fd4cd356a,ACTIVE,src/help/helpdata_messages.cpp
415,ERASE_NOTHING_TO_DELETE_TEXT,EraseNothingToDeleteText,es,0000000415|es,ERASE_NOTHING_TO_DELETE_TEXT|es,Nada que eliminar para: {path},aece761c1c4522753d052262fb7cc6e6cb693a42c09a3de7309afed15f7eb35d,ACTIVE,src/help/helpdata_messages.cpp
415,ERASE_NOTHING_TO_DELETE_TEXT,EraseNothingToDeleteText,fr,0000000415|fr,ERASE_NOTHING_TO_DELETE_TEXT|fr,Rien Ã  supprimer pour : {path},7ec4ff047e34251c70ddcd37357d331b1d133c9804f721cb6a9b9789c10c928b,ACTIVE,src/help/helpdata_messages.cpp
415,ERASE_NOTHING_TO_DELETE_TEXT,EraseNothingToDeleteText,it,0000000415|it,ERASE_NOTHING_TO_DELETE_TEXT|it,Niente da eliminare per: {path},fadf68e4410a2c3262ba248f3113ad16b915fa792310d7664af68afcbef61217,ACTIVE,src/help/helpdata_messages.cpp
416,ERASE_DRY_RUN_HEADER_TEXT,EraseDryRunHeaderText,de,0000000416|de,ERASE_DRY_RUN_HEADER_TEXT|de,wÃ¼rde {count} Datei(en) fÃ¼r Tabelle lÃ¶schen: {table},a64be24503dff3eae14e07d556a70fe9a83fcaddaf6e5f54b46e918e389da639,ACTIVE,src/help/helpdata_messages.cpp
416,ERASE_DRY_RUN_HEADER_TEXT,EraseDryRunHeaderText,en-US,0000000416|en-US,ERASE_DRY_RUN_HEADER_TEXT|en-US,would delete {count} file(s) for table: {table},a3a65f508db9ff6d794525e1fbafef86c95811f07c1981a04edffcd5ddb15d21,ACTIVE,src/help/helpdata_messages.cpp
416,ERASE_DRY_RUN_HEADER_TEXT,EraseDryRunHeaderText,es,0000000416|es,ERASE_DRY_RUN_HEADER_TEXT|es,se eliminarÃ­an {count} archivo(s) de la tabla: {table},c6c4825182e1cd104a2185dd8ff2dca8ae5e797858fbb28708ee229df0f332b3,ACTIVE,src/help/helpdata_messages.cpp
416,ERASE_DRY_RUN_HEADER_TEXT,EraseDryRunHeaderText,fr,0000000416|fr,ERASE_DRY_RUN_HEADER_TEXT|fr,supprimerait {count} fichier(s) pour la table : {table},73a07fb9fe20ceba635c376cc50c88d859ba4366fc928d8b71dd5db82e4f9948,ACTIVE,src/help/helpdata_messages.cpp
416,ERASE_DRY_RUN_HEADER_TEXT,EraseDryRunHeaderText,it,0000000416|it,ERASE_DRY_RUN_HEADER_TEXT|it,eliminerebbe {count} file per la tabella: {table},056939ca0ad983bfca786940ed09b416f5840e91da1ef97c49674f70e96c7f24,ACTIVE,src/help/helpdata_messages.cpp
417,ERASE_RERUN_CONFIRM_TEXT,EraseReRunConfirmText,de,0000000417|de,ERASE_RERUN_CONFIRM_TEXT|de,"Mit CONFIRM erneut ausfÃ¼hren, um die LÃ¶schung durchzufÃ¼hren.",0868edd6e0f5176bd23bededff0d770c53b46a1ffdc48db533e344ef2c5470e2,ACTIVE,src/help/helpdata_messages.cpp
417,ERASE_RERUN_CONFIRM_TEXT,EraseReRunConfirmText,en-US,0000000417|en-US,ERASE_RERUN_CONFIRM_TEXT|en-US,Re-run with CONFIRM to perform deletion.,e47bd54277dfca853bc89e62a9542a182dbcded725b9bfc1f77dec32f15902f3,ACTIVE,src/help/helpdata_messages.cpp
417,ERASE_RERUN_CONFIRM_TEXT,EraseReRunConfirmText,es,0000000417|es,ERASE_RERUN_CONFIRM_TEXT|es,Vuelva a ejecutar con CONFIRM para realizar la eliminaciÃ³n.,e67376b481cb31abc99770e8c31e37974bc5b96e29e8de8fe1efb4aec79164bc,ACTIVE,src/help/helpdata_messages.cpp
417,ERASE_RERUN_CONFIRM_TEXT,EraseReRunConfirmText,fr,0000000417|fr,ERASE_RERUN_CONFIRM_TEXT|fr,Relancez avec CONFIRM pour effectuer la suppression.,ca7c44e28f49b4f9ccc389019b9903b2e55165df935ece09b0671a9e8c25260d,ACTIVE,src/help/helpdata_messages.cpp
417,ERASE_RERUN_CONFIRM_TEXT,EraseReRunConfirmText,it,0000000417|it,ERASE_RERUN_CONFIRM_TEXT|it,Rieseguire con CONFIRM per effettuare l'eliminazione.,0afb8a11462935b7fc082b0b7280dcf91526d4db78733d7ba0eb399adabe0013,ACTIVE,src/help/helpdata_messages.cpp
418,ERASE_DELETING_HEADER_TEXT,EraseDeletingHeaderText,de,0000000418|de,ERASE_DELETING_HEADER_TEXT|de,lÃ¶sche {count} Datei(en) fÃ¼r Tabelle: {table},2f5cd5e6f61ffcc9f80f3759e222d79cb0749cdaf800f64565ab16b53d019c44,ACTIVE,src/help/helpdata_messages.cpp
418,ERASE_DELETING_HEADER_TEXT,EraseDeletingHeaderText,en-US,0000000418|en-US,ERASE_DELETING_HEADER_TEXT|en-US,deleting {count} file(s) for table: {table},89b663b3d6be3e223edf4aef043b2daab51375d3b3eb0d4562a823cb37770648,ACTIVE,src/help/helpdata_messages.cpp
418,ERASE_DELETING_HEADER_TEXT,EraseDeletingHeaderText,es,0000000418|es,ERASE_DELETING_HEADER_TEXT|es,eliminando {count} archivo(s) de la tabla: {table},2b92bd9c6a86356963a07604ea74ae9d308651a610a21bcffa9b123707011cbd,ACTIVE,src/help/helpdata_messages.cpp
418,ERASE_DELETING_HEADER_TEXT,EraseDeletingHeaderText,fr,0000000418|fr,ERASE_DELETING_HEADER_TEXT|fr,suppression de {count} fichier(s) pour la table : {table},41b9c520785942bca42e0d247e957f65a61c189162c5641a8b8ab3afc595995d,ACTIVE,src/help/helpdata_messages.cpp
418,ERASE_DELETING_HEADER_TEXT,EraseDeletingHeaderText,it,0000000418|it,ERASE_DELETING_HEADER_TEXT|it,eliminazione di {count} file per la tabella: {table},4983a3532d9ad752832b824c529d08f65f8cb28a6b70729e5921215b4584426d,ACTIVE,src/help/helpdata_messages.cpp
419,ERASE_FAILED_LINE_TEXT,EraseFailedLineText,de,0000000419|de,ERASE_FAILED_LINE_TEXT|de,  FEHLGESCHLAGEN: {file}  ({error}),b0a98fc98d6cd72009768ff84daa502608faf24ff7d4cf61f822303eacfbee2f,ACTIVE,src/help/helpdata_messages.cpp
419,ERASE_FAILED_LINE_TEXT,EraseFailedLineText,en-US,0000000419|en-US,ERASE_FAILED_LINE_TEXT|en-US,  FAILED: {file}  ({error}),09746140e22bf026daf103bea47b1fae4efa35e5d9e9549f1cd14db5bd440613,ACTIVE,src/help/helpdata_messages.cpp
419,ERASE_FAILED_LINE_TEXT,EraseFailedLineText,es,0000000419|es,ERASE_FAILED_LINE_TEXT|es,  ERROR: {file}  ({error}),2c0348536ddaf087e134c45152805c5a834c3e5e1b400d3b93f62c3cf300ed8f,ACTIVE,src/help/helpdata_messages.cpp
419,ERASE_FAILED_LINE_TEXT,EraseFailedLineText,fr,0000000419|fr,ERASE_FAILED_LINE_TEXT|fr,  ÃCHEC : {file}  ({error}),ef4693250090ae022bf66043bede5cc5e573d78aadcd8464780f2135b1a8096b,ACTIVE,src/help/helpdata_messages.cpp
419,ERASE_FAILED_LINE_TEXT,EraseFailedLineText,it,0000000419|it,ERASE_FAILED_LINE_TEXT|it,  NON RIUSCITO: {file}  ({error}),edec2939c1a30a11b9d0665b0c2050a923b82d7942a64372a09217fc517bd3a0,ACTIVE,src/help/helpdata_messages.cpp
420,ERASE_DELETED_ENTRIES_LINE_TEXT,EraseDeletedEntriesLineText,de,0000000420|de,ERASE_DELETED_ENTRIES_LINE_TEXT|de,  GelÃ¶scht: {file}  ({entries} EintrÃ¤ge),051b3b56b7b943783e331c38daccc19cf4b4617894a146789293b78361b2fd2c,ACTIVE,src/help/helpdata_messages.cpp
420,ERASE_DELETED_ENTRIES_LINE_TEXT,EraseDeletedEntriesLineText,en-US,0000000420|en-US,ERASE_DELETED_ENTRIES_LINE_TEXT|en-US,  Deleted: {file}  ({entries} entries),0e9c104a59e98b15aebc5819c5f07af0efb2d4016bf132bc118c7c383521b563,ACTIVE,src/help/helpdata_messages.cpp
420,ERASE_DELETED_ENTRIES_LINE_TEXT,EraseDeletedEntriesLineText,es,0000000420|es,ERASE_DELETED_ENTRIES_LINE_TEXT|es,  Eliminado: {file}  ({entries} entradas),b91c2baa5b39911404b21023fc18e6216b057c14bf4cbd57ce3cc0dcd747abd5,ACTIVE,src/help/helpdata_messages.cpp
420,ERASE_DELETED_ENTRIES_LINE_TEXT,EraseDeletedEntriesLineText,fr,0000000420|fr,ERASE_DELETED_ENTRIES_LINE_TEXT|fr,  SupprimÃ© : {file}  ({entries} entrÃ©es),6a7ca3eb52ce78b562c8bc6599c774becb8395dea6b268e1f389e794d8bb81c7,ACTIVE,src/help/helpdata_messages.cpp
420,ERASE_DELETED_ENTRIES_LINE_TEXT,EraseDeletedEntriesLineText,it,0000000420|it,ERASE_DELETED_ENTRIES_LINE_TEXT|it,  Eliminato: {file}  ({entries} voci),86259b5c99a46ed571608954ee91d64935a2f21fd20f3a47d690cffce4a35ddf,ACTIVE,src/help/helpdata_messages.cpp
421,ERASE_DELETED_LINE_TEXT,EraseDeletedLineText,de,0000000421|de,ERASE_DELETED_LINE_TEXT|de,  GelÃ¶scht: {file},4893f4262511f4444099d3b4d41b738697036dd837d4ac714fe1474293915bc7,ACTIVE,src/help/helpdata_messages.cpp
421,ERASE_DELETED_LINE_TEXT,EraseDeletedLineText,en-US,0000000421|en-US,ERASE_DELETED_LINE_TEXT|en-US,  Deleted: {file},d64efc5a06d3ba37fd9452e2ad6790a3def2eafc3419878029b952190df65d11,ACTIVE,src/help/helpdata_messages.cpp
421,ERASE_DELETED_LINE_TEXT,EraseDeletedLineText,es,0000000421|es,ERASE_DELETED_LINE_TEXT|es,  Eliminado: {file},f45c79e7618f8e4d6af0bfd185fd071458a6e0619807f40e7d91309be6a47035,ACTIVE,src/help/helpdata_messages.cpp
421,ERASE_DELETED_LINE_TEXT,EraseDeletedLineText,fr,0000000421|fr,ERASE_DELETED_LINE_TEXT|fr,  SupprimÃ© : {file},71e38ecb2333ddbbf996a04c67534be21babcdd380afb337caeafdccc6392e36,ACTIVE,src/help/helpdata_messages.cpp
421,ERASE_DELETED_LINE_TEXT,EraseDeletedLineText,it,0000000421|it,ERASE_DELETED_LINE_TEXT|it,  Eliminato: {file},cfc7618338b2955787df6db2e232e00706e13312cee95cfc010185f2cbecda26,ACTIVE,src/help/helpdata_messages.cpp
422,ERASE_COMPLETE_TEXT,EraseCompleteText,de,0000000422|de,ERASE_COMPLETE_TEXT|de,"ERASE abgeschlossen. GelÃ¶scht: {deleted}, Fehlgeschlagen: {failed}",fe62b7dec763350c2b32815d267f447573d0bbf772f779a45f62ef74e61ab324,ACTIVE,src/help/helpdata_messages.cpp
422,ERASE_COMPLETE_TEXT,EraseCompleteText,en-US,0000000422|en-US,ERASE_COMPLETE_TEXT|en-US,"ERASE complete. Deleted: {deleted}, Failed: {failed}",e815c496d345e526155bfa9d8c9854033a5d9c896d22ff01d350813250223600,ACTIVE,src/help/helpdata_messages.cpp
422,ERASE_COMPLETE_TEXT,EraseCompleteText,es,0000000422|es,ERASE_COMPLETE_TEXT|es,"ERASE completado. Eliminados: {deleted}, Fallidos: {failed}",6870183fd7d1a33cd1ff7fc6703f9daba2c010bbffd526638cdf1de2bc09efdb,ACTIVE,src/help/helpdata_messages.cpp
422,ERASE_COMPLETE_TEXT,EraseCompleteText,fr,0000000422|fr,ERASE_COMPLETE_TEXT|fr,"ERASE terminÃ©. SupprimÃ©s : {deleted}, Ãchecs : {failed}",5c435fb71d42a2f15d70eea99588239b0ec973f7062aacf354a0aa8d4c626089,ACTIVE,src/help/helpdata_messages.cpp
422,ERASE_COMPLETE_TEXT,EraseCompleteText,it,0000000422|it,ERASE_COMPLETE_TEXT|it,"ERASE completato. Eliminati: {deleted}, Falliti: {failed}",57c2ba759aa66559f42ba92378345b4e1cf1c794e0266547c619a2d072f4f7f9,ACTIVE,src/help/helpdata_messages.cpp
423,SCRIPT_UNABLE_TO_OPEN_TEXT,ScriptUnableToOpenText,de,0000000423|de,SCRIPT_UNABLE_TO_OPEN_TEXT|de,{file} kann nicht geÃ¶ffnet werden,da4d6c6dd1585e50cd7212ca4a9307d69e9d19b57dfd3de93e5b6190dc3db5a9,ACTIVE,src/help/helpdata_messages.cpp
423,SCRIPT_UNABLE_TO_OPEN_TEXT,ScriptUnableToOpenText,en-US,0000000423|en-US,SCRIPT_UNABLE_TO_OPEN_TEXT|en-US,unable to open {file},fba15f38e8ca33f0dce5d4ff4737112da2e0b0c191443a4a2bcf95d5d9c94cf3,ACTIVE,src/help/helpdata_messages.cpp
423,SCRIPT_UNABLE_TO_OPEN_TEXT,ScriptUnableToOpenText,es,0000000423|es,SCRIPT_UNABLE_TO_OPEN_TEXT|es,no se puede abrir {file},9541c91db0ada72a25d59788e5b03c4f216578e7c807c802b8c00a8ce2aa4960,ACTIVE,src/help/helpdata_messages.cpp
423,SCRIPT_UNABLE_TO_OPEN_TEXT,ScriptUnableToOpenText,fr,0000000423|fr,SCRIPT_UNABLE_TO_OPEN_TEXT|fr,impossible d'ouvrir {file},512192fbd42cb06703bd3c7c811a23f42c8d48829df2f7cee6f460ff1e59a714,ACTIVE,src/help/helpdata_messages.cpp
423,SCRIPT_UNABLE_TO_OPEN_TEXT,ScriptUnableToOpenText,it,0000000423|it,SCRIPT_UNABLE_TO_OPEN_TEXT|it,impossibile aprire {file},5a27bdfafc0f485189b7b6ae2dc0843d51490d2834c36275cbd0520c77574110,ACTIVE,src/help/helpdata_messages.cpp
424,SCRIPT_LINE_ERROR_TEXT,ScriptLineErrorText,de,0000000424|de,SCRIPT_LINE_ERROR_TEXT|de,{file}:{line}: {detail},05e8a81fc56b791ea47b94b0dbde658f3e852b17aa27ad90e8fa1202bb845cf4,ACTIVE,src/help/helpdata_messages.cpp
424,SCRIPT_LINE_ERROR_TEXT,ScriptLineErrorText,en-US,0000000424|en-US,SCRIPT_LINE_ERROR_TEXT|en-US,{file}:{line}: {detail},05e8a81fc56b791ea47b94b0dbde658f3e852b17aa27ad90e8fa1202bb845cf4,ACTIVE,src/help/helpdata_messages.cpp
424,SCRIPT_LINE_ERROR_TEXT,ScriptLineErrorText,es,0000000424|es,SCRIPT_LINE_ERROR_TEXT|es,{file}:{line}: {detail},05e8a81fc56b791ea47b94b0dbde658f3e852b17aa27ad90e8fa1202bb845cf4,ACTIVE,src/help/helpdata_messages.cpp
424,SCRIPT_LINE_ERROR_TEXT,ScriptLineErrorText,fr,0000000424|fr,SCRIPT_LINE_ERROR_TEXT|fr,{file}:{line}: {detail},05e8a81fc56b791ea47b94b0dbde658f3e852b17aa27ad90e8fa1202bb845cf4,ACTIVE,src/help/helpdata_messages.cpp
424,SCRIPT_LINE_ERROR_TEXT,ScriptLineErrorText,it,0000000424|it,SCRIPT_LINE_ERROR_TEXT|it,{file}:{line}: {detail},05e8a81fc56b791ea47b94b0dbde658f3e852b17aa27ad90e8fa1202bb845cf4,ACTIVE,src/help/helpdata_messages.cpp
425,IMPORT_USAGE_TEXT,ImportUsageText,de,0000000425|de,IMPORT_USAGE_TEXT|de,"Verwendung:
  IMPORT USAGE
  IMPORT <csvfile>
Hinweise:
  - IMPORT erfordert eine geÃ¶ffnete Tabelle, auÃer IMPORT USAGE.
  - CSV-Kopfzeilen werden den Feldnamen ohne Beachtung der GroÃ-/Kleinschreibung zugeordnet.
  - IMPORT fÃ¼gt DatensÃ¤tze an die aktuelle Tabelle an.",be2ca8ddad19feca6d551697f4d85ae4aba6a66433174d21bf0325f9f38c55d4,ACTIVE,src/help/helpdata_messages.cpp
425,IMPORT_USAGE_TEXT,ImportUsageText,en-US,0000000425|en-US,IMPORT_USAGE_TEXT|en-US,"Usage:
  IMPORT USAGE
  IMPORT <csvfile>
Notes:
  - IMPORT requires an open table except for IMPORT USAGE.
  - CSV headers are matched to field names case-insensitively.
  - IMPORT appends records to the current table.",db16b5e18154a0955bec5f2c980fd6159be5efb6c9c9ba614d135a15eb01646f,ACTIVE,src/help/helpdata_messages.cpp
425,IMPORT_USAGE_TEXT,ImportUsageText,es,0000000425|es,IMPORT_USAGE_TEXT|es,"Uso:
  IMPORT USAGE
  IMPORT <csvfile>
Notas:
  - IMPORT requiere una tabla abierta, excepto IMPORT USAGE.
  - Los encabezados CSV se asignan a los nombres de campo sin distinguir mayÃºsculas.
  - IMPORT aÃ±ade registros a la tabla actual.",a81040c2d6968f641d9e1a2379c1e1e6a8f0cc2d36bf3253a856053214f104a7,ACTIVE,src/help/helpdata_messages.cpp
425,IMPORT_USAGE_TEXT,ImportUsageText,fr,0000000425|fr,IMPORT_USAGE_TEXT|fr,"Utilisation :
  IMPORT USAGE
  IMPORT <csvfile>
Remarques :
  - IMPORT requiert une table ouverte, sauf IMPORT USAGE.
  - Les en-tÃªtes CSV sont associÃ©s aux noms de champs sans tenir compte de la casse.
  - IMPORT ajoute des enregistrements Ã  la table courante.",35b0fe16ecd268670479c1cf69216f24d89126d74e15ef44f8e151962c8b2a98,ACTIVE,src/help/helpdata_messages.cpp
425,IMPORT_USAGE_TEXT,ImportUsageText,it,0000000425|it,IMPORT_USAGE_TEXT|it,"Uso:
  IMPORT USAGE
  IMPORT <csvfile>
Note:
  - IMPORT richiede una tabella aperta, tranne IMPORT USAGE.
  - Le intestazioni CSV vengono associate ai nomi dei campi senza distinzione tra maiuscole e minuscole.
  - IMPORT aggiunge record alla tabella corrente.",916fb72d2939e1a8698e9763b1bbd3840334979aa29cf68e0fd31019218577fc,ACTIVE,src/help/helpdata_messages.cpp
426,IMPORT_NO_FILE_OPEN_TEXT,ImportNoFileOpenText,de,0000000426|de,IMPORT_NO_FILE_OPEN_TEXT|de,Keine Datei geÃ¶ffnet,773ab0a78614010fb8441d09de7b9315ff85b04abe87a48a5feab39c1530724d,ACTIVE,src/help/helpdata_messages.cpp
426,IMPORT_NO_FILE_OPEN_TEXT,ImportNoFileOpenText,en-US,0000000426|en-US,IMPORT_NO_FILE_OPEN_TEXT|en-US,No file open,4465355fccbfb8d540b9e76056eb959472c9d11a94105016bda7ba556e7d3c30,ACTIVE,src/help/helpdata_messages.cpp
426,IMPORT_NO_FILE_OPEN_TEXT,ImportNoFileOpenText,es,0000000426|es,IMPORT_NO_FILE_OPEN_TEXT|es,No hay archivo abierto,c5f0a8b342da6a43bb9c30689fc6cbeee8107481710bd2503a57aa378286bea8,ACTIVE,src/help/helpdata_messages.cpp
426,IMPORT_NO_FILE_OPEN_TEXT,ImportNoFileOpenText,fr,0000000426|fr,IMPORT_NO_FILE_OPEN_TEXT|fr,Aucun fichier ouvert,55f4a04e49240fcb3606b32642fdd31abfd1fe3382ac1ed0912bd201d478c45b,ACTIVE,src/help/helpdata_messages.cpp
426,IMPORT_NO_FILE_OPEN_TEXT,ImportNoFileOpenText,it,0000000426|it,IMPORT_NO_FILE_OPEN_TEXT|it,Nessun file aperto,30db46940ff3e595d14e31bb22f5bfe073a734a45f4ed0e7865be5d471183adc,ACTIVE,src/help/helpdata_messages.cpp
427,IMPORT_CANNOT_OPEN_TEXT,ImportCannotOpenText,de,0000000427|de,IMPORT_CANNOT_OPEN_TEXT|de,{file} kann nicht zum Lesen geÃ¶ffnet werden.,db06d364de8c42a7eb101e9eeccecfe66531cbd1d01b6f49d0aedd0c9bd51c29,ACTIVE,src/help/helpdata_messages.cpp
427,IMPORT_CANNOT_OPEN_TEXT,ImportCannotOpenText,en-US,0000000427|en-US,IMPORT_CANNOT_OPEN_TEXT|en-US,Cannot open {file} for read.,0fc485b07f897a473e932e60b7b108c76c5d31763a944e3544968fd7cbe52082,ACTIVE,src/help/helpdata_messages.cpp
427,IMPORT_CANNOT_OPEN_TEXT,ImportCannotOpenText,es,0000000427|es,IMPORT_CANNOT_OPEN_TEXT|es,No se puede abrir {file} para lectura.,fd4eb10303575ee4ee44ed9d8d70a99e56790ed0d4a26deea338fb9dd815fedd,ACTIVE,src/help/helpdata_messages.cpp
427,IMPORT_CANNOT_OPEN_TEXT,ImportCannotOpenText,fr,0000000427|fr,IMPORT_CANNOT_OPEN_TEXT|fr,Impossible d'ouvrir {file} en lecture.,580dba6d36ecf2bf7edf90617ae161695eccc07242d5dfaab72583abb235e684,ACTIVE,src/help/helpdata_messages.cpp
427,IMPORT_CANNOT_OPEN_TEXT,ImportCannotOpenText,it,0000000427|it,IMPORT_CANNOT_OPEN_TEXT|it,Impossibile aprire {file} in lettura.,474f9c8d7970927b09dff452f75428a869cafe04a4b645534718fa3927a10b28,ACTIVE,src/help/helpdata_messages.cpp
428,IMPORT_EMPTY_CSV_TEXT,ImportEmptyCsvText,de,0000000428|de,IMPORT_EMPTY_CSV_TEXT|de,Leere CSV.,4d237f6e1bcc1ea374950ba66b768e4a088a96ce64e1dce044a643526ba3a9a4,ACTIVE,src/help/helpdata_messages.cpp
428,IMPORT_EMPTY_CSV_TEXT,ImportEmptyCsvText,en-US,0000000428|en-US,IMPORT_EMPTY_CSV_TEXT|en-US,Empty CSV.,3134e2731190c359c02dd51ced9077235603e9c7729094958d078bdcf2201d17,ACTIVE,src/help/helpdata_messages.cpp
428,IMPORT_EMPTY_CSV_TEXT,ImportEmptyCsvText,es,0000000428|es,IMPORT_EMPTY_CSV_TEXT|es,CSV vacÃ­o.,dd312ddf02bf4e9de1e525445453b306528af70c8ed7bb1bc1a83e79a459d5db,ACTIVE,src/help/helpdata_messages.cpp
428,IMPORT_EMPTY_CSV_TEXT,ImportEmptyCsvText,fr,0000000428|fr,IMPORT_EMPTY_CSV_TEXT|fr,CSV vide.,825739987d0be971ee869ec8e0834d158a05ce94657708030b6a4d7261f83577,ACTIVE,src/help/helpdata_messages.cpp
