MSG_ID,SYMBOL,ENUM_NAME,DEF_LOCALE,REGION_ID,CATEGORY,SEVERITY,FACILITY,STATUS,HELP_TOPIC,CMDHELPCHK,SHORT_TXT,IMPL_STAT,VIS_TIER,OWNER,SRC_AUTH,SRC_FILE,PUB_SURF,USED_RUN,ACTIVE,VER_AT,SUG_ACT,NOTES
MSG_SET_INDEX_NO_VALID__D6450D54,SET_INDEX_NO_VALID_V32_INDEX_TEXT,SetIndexNoValidV32IndexText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,"no valid v32 index found for '{token}'. / Looked for .cnx, then .inx.",implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=multiline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_UNABLE_OP_E258F481,SET_INDEX_UNABLE_OPEN_CDX_CONTAINER_TEXT,SetIndexUnableOpenCdxContainerText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,unable to open CDX container.,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_UNABLE_RE_31858AE2,SET_INDEX_UNABLE_READ_CDX_TAG_DIRECTORY_TEXT,SetIndexUnableReadCdxTagDirectoryText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,unable to read CDX tag directory.,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_TAG_NOT_F_2DC89771,SET_INDEX_TAG_NOT_FOUND_IN_CONTAINER_TEXT,SetIndexTagNotFoundInContainerText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,tag '{tag}' not found in {container},implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_OPEN_CDX__BBD6591D,SET_INDEX_OPEN_CDX_CONTAINER_NOT_FOUND_TEXT,SetIndexOpenCdxContainerNotFoundText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,openCdx: container not found: {container},implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_OPEN_CDX__0A95C64B,SET_INDEX_OPEN_CDX_ENV_MISSING_TEXT,SetIndexOpenCdxEnvMissingText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,openCdx: LMDB env missing: {env},implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_OPEN_CDX__32043357,SET_INDEX_OPEN_CDX_BACKEND_OPEN_FAILED_TEXT,SetIndexOpenCdxBackendOpenFailedText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,"openCdx: backend open() failed [container={container}, env={env}]",implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_OPEN_CDX__E484C9A3,SET_INDEX_OPEN_CDX_BACKEND_OPEN_FAILED_DETAIL_TEXT,SetIndexOpenCdxBackendOpenFailedDetailText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,"{detail} [container={container}, env={env}]",implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_OPEN_CNX__0DD44D40,SET_INDEX_OPEN_CNX_CONTAINER_NOT_FOUND_TEXT,SetIndexOpenCnxContainerNotFoundText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,openCnx: container not found: {container},implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_OPEN_CNX__C86FB76B,SET_INDEX_OPEN_CNX_BACKEND_OPEN_FAILED_TEXT,SetIndexOpenCnxBackendOpenFailedText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,openCnx: backend open failed,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_FILE_NOT__DD6CF6B2,SET_INDEX_FILE_NOT_FOUND_TEXT,SetIndexFileNotFoundText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,file not found: {path},implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_CDX_ENV_M_539CB9A9,SET_INDEX_CDX_ENV_MISSING_TEXT,SetIndexCdxEnvMissingText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,CDX container found but LMDB env missing,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_CONTAINER_F826C34C,SET_INDEX_CONTAINER_LINE,SetIndexContainerLine,en-US,GLOBAL,STATUS,INFO,SET INDEX,active,,,Container: {path},implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_EXPECTED__6D95B43D,SET_INDEX_EXPECTED_ENV_LINE,SetIndexExpectedEnvLine,en-US,GLOBAL,STATUS,INFO,SET INDEX,active,,,Expected : {path},implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_LMDB_ENV__F558454B,SET_INDEX_LMDB_ENV_LINE,SetIndexLmdbEnvLine,en-US,GLOBAL,STATUS,INFO,SET INDEX,active,,,LMDB env : {path},implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_HINT_REIN_A6E6FFED,SET_INDEX_HINT_REINDEX_BUILDLMDB_TEXT,SetIndexHintReindexBuildLmdbText,en-US,GLOBAL,HINT,INFO,SET INDEX,active,,,Hint: run REINDEX CDX or BUILDLMDB,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_CDX_ATTAC_4FEBC958,SET_INDEX_CDX_ATTACHED_TEXT,SetIndexCdxAttachedText,en-US,GLOBAL,STATUS,INFO,SET INDEX,active,,,CDX attached,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_CNX_ATTAC_D5F64E3D,SET_INDEX_CNX_ATTACHED_TEXT,SetIndexCnxAttachedText,en-US,GLOBAL,STATUS,INFO,SET INDEX,active,,,CNX attached,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_INX_ATTAC_573C674F,SET_INDEX_INX_ATTACHED_TEXT,SetIndexInxAttachedText,en-US,GLOBAL,STATUS,INFO,SET INDEX,active,,,INX attached,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_USE_SET_O_4067CF19,SET_INDEX_USE_SET_ORDER_HINT_TEXT,SetIndexUseSetOrderHintText,en-US,GLOBAL,HINT,INFO,SET INDEX,active,,,Use SET ORDER TO TAG <tag>,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_TAG_NOT_F_0321FB91,SET_INDEX_TAG_NOT_FOUND_TEXT,SetIndexTagNotFoundText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,Tag '{tag}' not found.,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_TAG_INVAL_0BBC4807,SET_INDEX_TAG_INVALID_FOR_TABLE_TEXT,SetIndexTagInvalidForTableText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,Tag '{tag}' not valid for this table.,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_INX_TAG_I_1DC1EF16,SET_INDEX_INX_TAG_IGNORED_TEXT,SetIndexInxTagIgnoredText,en-US,GLOBAL,STATUS,INFO,SET INDEX,active,,,Note: INX is single-order; tag ignored.,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_UNSUPPORT_2867E772,SET_INDEX_UNSUPPORTED_RESOLVED_EXTENSION_TEXT,SetIndexUnsupportedResolvedExtensionText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,unsupported resolved extension: {path},implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_UNABLE_AC_05BD062B,SET_INDEX_UNABLE_ACTIVATE_TAG_TEXT,SetIndexUnableActivateTagText,en-US,GLOBAL,ERROR,ERROR,SET INDEX,active,,,unable to activate tag.,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_ATTACHED__17B91D1A,SET_INDEX_ATTACHED_ACTIVATED_TEXT,SetIndexAttachedActivatedText,en-US,GLOBAL,STATUS,INFO,SET INDEX,active,,,attached + activated,implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_INDEX_TAG_ASC_L_8DC4C9D9,SET_INDEX_TAG_ASC_LINE,SetIndexTagAscLine,en-US,GLOBAL,STATUS,INFO,SET INDEX,active,,,TAG: '{tag}' (ASC),implemented,core,COMMAND:SET INDEX,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET INDEX ; facility_derived=SET INDEX ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_USAGE_TEX_156A9C9D,SET_ORDER_USAGE_TEXT,SetOrderUsageText,en-US,GLOBAL,USAGE,INFO,SET ORDER,active,,,Usage: / SET ORDER / SET ORDER USAGE / SET ORDER 0 / SET ORDER PHYSICAL / SET ORDER NATURAL / SET ORDER <tag> / SET ORDER TAG <tag> / SET ORDER TAG <tag> IN <alias> / SET ORDER <co,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=multiline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_NONE_PHYS_BCA50DB6,SET_ORDER_NONE_PHYSICAL_TEXT,SetOrderNonePhysicalText,en-US,GLOBAL,STATUS,INFO,SET ORDER,active,,,none (physical order).,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_STATUS_TE_CD6C23FE,SET_ORDER_STATUS_TEXT,SetOrderStatusText,en-US,GLOBAL,STATUS,INFO,SET ORDER,active,,,{type} '{name}'{tag_clause} ({direction}),implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_TAG_CLAUS_28B90143,SET_ORDER_TAG_CLAUSE_TEXT,SetOrderTagClauseText,en-US,GLOBAL,STATUS,INFO,SET ORDER,active,,,TAG '{tag}',implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_MISSING_T_C8C574AF,SET_ORDER_MISSING_TARGET_TEXT,SetOrderMissingTargetText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,missing target.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_ENGINE_UN_5B845069,SET_ORDER_ENGINE_UNAVAILABLE_TEXT,SetOrderEngineUnavailableText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,engine not available.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_UNKNOWN_A_018F299F,SET_ORDER_UNKNOWN_AREA_ALIAS_TEXT,SetOrderUnknownAreaAliasText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,unknown area/alias: {alias},implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_NO_TABLE__0DAF4E86,SET_ORDER_NO_TABLE_OPEN_TARGET_AREA_TEXT,SetOrderNoTableOpenTargetAreaText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,no table open in target area.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_CLEARED_P_6AB3878E,SET_ORDER_CLEARED_PHYSICAL_TEXT,SetOrderClearedPhysicalText,en-US,GLOBAL,STATUS,INFO,SET ORDER,active,,,cleared (physical order).,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_NUMERIC_N_1A209003,SET_ORDER_NUMERIC_NOT_IMPLEMENTED_TEXT,SetOrderNumericNotImplementedText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,numeric tag orders not yet implemented (requested {number}).,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_MISSING_T_A5D38EF9,SET_ORDER_MISSING_TAG_NAME_AFTER_TAG_TEXT,SetOrderMissingTagNameAfterTagText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,missing tag name after TAG.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_EXPECTS_T_CEF0E6E3,SET_ORDER_EXPECTS_TAG_NOT_CONTAINER_TEXT,SetOrderExpectsTagNotContainerText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,"expects a tag name, not a container filename.",implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_USE_TITLE_83172B07,SET_ORDER_USE_TITLE_TEXT,SetOrderUseTitleText,en-US,GLOBAL,HINT,INFO,SET ORDER,active,,,Use:,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_UNABLE_RE_609333F7,SET_ORDER_UNABLE_RESOLVE_CONTAINER_TEXT,SetOrderUnableResolveContainerText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,unable to resolve container.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_MISSING_T_BF5664FB,SET_ORDER_MISSING_TAG_TEXT,SetOrderMissingTagText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,missing tag.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_FILE_NOT__20E3746C,SET_ORDER_FILE_NOT_FOUND_TEXT,SetOrderFileNotFoundText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,file not found: {path},implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_INX_NOT_I_2BF99D3C,SET_ORDER_INX_NOT_IMPLEMENTED_TEXT,SetOrderInxNotImplementedText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,.INX activation is not implemented here.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_TAG_NOT_A_9EB439CC,SET_ORDER_TAG_NOT_AVAILABLE_FOR_CNX_TEXT,SetOrderTagNotAvailableForCnxText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,tag '{tag}' not available for CNX on current table.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_UNSUPPORT_B278F87A,SET_ORDER_UNSUPPORTED_INDEX_CONTAINER_TEXT,SetOrderUnsupportedIndexContainerText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,unsupported index container: {container},implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_UNABLE_AC_9231E228,SET_ORDER_UNABLE_ACTIVATE_ORDER_TEXT,SetOrderUnableActivateOrderText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,unable to activate order.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_ACTIVATED_43938906,SET_ORDER_ACTIVATED_TEXT,SetOrderActivatedText,en-US,GLOBAL,STATUS,INFO,SET ORDER,active,,,{kind} TAG '{tag}' ({direction}),implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_UNABLE_OP_FFFF0CCD,SET_ORDER_UNABLE_OPEN_CDX_CONTAINER_TEXT,SetOrderUnableOpenCdxContainerText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,unable to open CDX container.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_UNABLE_RE_8D9C437B,SET_ORDER_UNABLE_READ_CDX_TAG_DIRECTORY_TEXT,SetOrderUnableReadCdxTagDirectoryText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,unable to read CDX tag directory.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_TAG_NOT_F_944959A8,SET_ORDER_TAG_NOT_FOUND_IN_CONTAINER_TEXT,SetOrderTagNotFoundInContainerText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,tag '{tag}' not found in {container},implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_V32_USES__87D3AB97,SET_ORDER_V32_USES_CNX_NOT_CDX_TEXT,SetOrderV32UsesCnxNotCdxText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,"v32 tables use CNX for SET ORDER tag activation, not CDX.",implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
MSG_SET_ORDER_V64_REQUI_217E5167,SET_ORDER_V64_REQUIRES_CDX_TEXT,SetOrderV64RequiresCdxText,en-US,GLOBAL,ERROR,ERROR,SET ORDER,active,,,v64 tables require CDX for SET ORDER.,implemented,core,COMMAND:SET ORDER,compiled_registry_v1,src/help/helpdata_messages.cpp,true,true,true,,,"owner_scope=COMMAND:SET ORDER ; facility_derived=SET ORDER ; default_text_shape=singleline ; source=all_messages() ; enrichment_pending=HELP_TOPIC,CMDHELPCHK"
